strain	bacteria	date	country	location	host	isolation_source	clade_membership	Bioproject	BioSample	Assembly	AssemblyStatus	coverage	contig_count	latitude	longitude	checkm_completeness	checkm_contamination	data_origin	sample_type	Dataset_busco	Complete_busco	Single_busco	Duplicated_busco	Fragmented_busco	Missing_busco	n_markers_busco	Translation table_busco	Scaffold N50_busco	Contigs N50_busco	Percent gaps_busco	Number of scaffolds_busco
BA721.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA399155	SAMN07523110	GCA_002525785.1	Contig	238	50			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	482670	482670	0.000%	50
BA749.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227700	GCA_026559735.1	Complete	325	2			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5257827	5257827	0.000%	2
BA750.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227701	GCA_026689555.1	Scaffold	348	6			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5226311	5226311	0.000%	6
BA751.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227702	GCA_026689535.1	Contig	263	3			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5225054	5225054	0.000%	3
BA752.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227703	GCA_026689545.1	Scaffold	142	5			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	3507233	3507233	0.000%	5
BA754.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227705	GCA_026559755.1	Complete	291	2			99.35	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.5	0.3	778	11	5225028	5225028	0.000%	2
BA755.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227706	GCA_026559775.1	Complete	361	2			99.43	0.29	unknown	NCBI	bacillus_odb12	99.2	98.5	0.8	0.5	0.3	778	11	5226387	5226387	0.000%	2
BA781.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA399155	SAMN07523109	GCA_002525695.1	Contig	239	50			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1052356	1052356	0.000%	50
Baan_4229.fna	Bacillus anthracis	20XX-XX-XX					A.Br.131							49.8175	15473	95.07	0.48	unknown	this study	bacillus_odb12	70.8	70.6	0.3	19.8	9.4	778	11	5192697	5192697	0.000%	2
Baan_A12.fna	Bacillus anthracis	1964-XX-XX	Czech_Republic	Czech_Republic	Homo sapiens		A.Br.072							49.8175	15473	95.56	0.48	clinical	this study	bacillus_odb12	61.7	61.7	0	26.5	11.8	778	11	5220652	5220652	0.000%	4
Baan_A17.fna	Bacillus anthracis	1959-XX-XX	Czech_Republic	Stipa	Hominoidea 		A.Br.113							49.8175	15473	98.48	0.29	clinical	this study	bacillus_odb12	85	84.4	0.5	10.7	4.4	778	11	5226969	5226969	0.000%	2
Baan_A2.fna	Bacillus anthracis	1954-XX-XX	Czech_Republic	Czech_Republic	Bos taurus		A.Br.140_(L1)							49.8175	15473	96.11	0.07	clinical	this study	bacillus_odb12	72.4	72.1	0.3	18.8	8.9	778	11	5221452	5221452	0.000%	3
Baan_A21.fna	Bacillus anthracis	1963-XX-XX	Slovakia	Kosice			A.Br.129							49.8175	15473	98.34	0.67	unknown	this study	bacillus_odb12	89.1	88.6	0.5	7.8	3.1	778	11	5227890	5227890	0.000%	2
Baan_A22.fna	Bacillus anthracis	1963-XX-XX	Slovakia	Kosice			A.Br.129							49.8175	15473	98.26	0.29	unknown	this study	bacillus_odb12	90.6	90.1	0.5	7.2	2.2	778	11	5228041	5228041	0.000%	4
Baan_A25.fna	Bacillus anthracis	1963-XX-XX	Slovakia	Kosice			A.Br.129							49.8175	15473	98.22	0.57	unknown	this study	bacillus_odb12	88.7	88	0.6	8.4	3	778	11	5227897	5227897	0.000%	3
Baan_A26.fna	Bacillus anthracis	1963-XX-XX	Slovakia	Kosice			A.Br.129							49.8175	15473	97.03	0.74	unknown	this study	bacillus_odb12	79.4	79	0.4	14.1	6.4	778	11	5226399	5226399	0.000%	3
Baan_A27.fna	Bacillus anthracis	1963-XX-XX	Slovakia	Kosice			A.Br.110							49.8175	15473	98.18	0.77	unknown	this study	bacillus_odb12	87.8	87.4	0.4	8.9	3.3	778	11	5227452	5227452	0.000%	2
Baan_A28.fna	Bacillus anthracis	1963-XX-XX	Slovakia	Kosice			A.Br.113							49.8175	15473	97.01	0.96	unknown	this study	bacillus_odb12	79.4	79.2	0.3	14.7	5.9	778	11	5226021	5226021	0.000%	2
Baan_A31.fna	Bacillus anthracis	1963-XX-XX	Slovakia	Kosice			A.Br.113							49.8175	15473	94.86	0.67	unknown	this study	bacillus_odb12	61.4	61.1	0.4	24.8	13.8	778	11	5220809	5220809	0.000%	2
Baan_A49.fna	Bacillus anthracis	1971-XX-XX				Dust	A.Br.110							49.8175	15473	99.4	0.29	environment	this study	bacillus_odb12	98.6	97.8	0.8	0.9	0.5	778	11	5229659	5229659	0.000%	2
Baan_A5.fna	Bacillus anthracis	1957-XX-XX			Bos taurus		A.Br.110							49.8175	15473	96.46	0.55	clinical	this study	bacillus_odb12	72.5	72.2	0.3	18.9	8.6	778	11	5222734	5222734	0.000%	3
Baan_A50.fna	Bacillus anthracis	1971-XX-XX				Dust	A.Br.110							49.8175	15473	99.43	0.29	environment	this study	bacillus_odb12	98.6	97.7	0.9	1	0.4	778	11	5229635	5229635	0.000%	3
Baan_A54.fna	Bacillus anthracis	1973-XX-XX	Czech_Republic	Tyn nad Vltavou	Sus scrofa		A.Br.015							49.8175	15473	99.15	0.48	clinical	this study	bacillus_odb12	93.7	93.1	0.6	4.1	2.2	778	11	5226838	5226838	0.000%	3
Baan_A57.fna	Bacillus anthracis	1959-XX-XX	Czech_Republic	Korycany	Bos taurus		A.Br.110							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	98.3	97.4	0.9	1.3	0.4	778	11	5229991	5229991	0.000%	3
Baan_A6.fna	Bacillus anthracis	1958-XX-XX			Bos taurus		A.Br.113							49.8175	15473	93.3	0.48	clinical	this study	bacillus_odb12	62.9	62.6	0.3	24.2	13	778	11	5220610	5220610	0.000%	3
Baan_A60.fna	Bacillus anthracis	1957-XX-XX	Czech_Republic	Strilky		Skin	A.Br.110							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	99	98.3	0.6	0.8	0.3	778	11	5229743	5229743	0.000%	3
Baan_A61.fna	Bacillus anthracis	1961-XX-XX	USA	USA		Skin	A.Br.073							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	98.8	98.1	0.8	0.8	0.4	778	11	5213167	5213167	0.000%	3
Baan_A62.fna	Bacillus anthracis	1961-XX-XX	USA	USA		Skin	A.Br.073							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	98.8	98.1	0.8	0.8	0.4	778	11	5213194	5213194	0.000%	2
Baan_A63.fna	Bacillus anthracis	1961-XX-XX	USA	USA		Skin	A.Br.073							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	98.8	98.1	0.8	0.9	0.3	778	11	5213162	5213162	0.000%	3
Baan_A77.fna	Bacillus anthracis	1957-XX-XX	Turkey	Turkey	Capra sp.	Skin	A.Br.028									97.86	0.77	clinical	this study	bacillus_odb12	88.9	88.3	0.6	7.7	3.3	778	11	5226577	5226577	0.000%	3
Baan_A78.fna	Bacillus anthracis	1957-XX-XX	Turkey	Turkey	Capra sp.	Skin	A.Br.026									97.7	0.65	clinical	this study	bacillus_odb12	90.2	89.7	0.5	6.9	2.8	778	11	5226728	5226728	0.000%	3
Baan_A79.fna	Bacillus anthracis	1960-XX-XX	Nigeria	Nigeria	Capra sp.	Skin	A.Br.073									98.16	0.77	clinical	this study	bacillus_odb12	87.5	87	0.5	9.3	3.2	778	11	5226343	5226343	0.000%	3
Baan_A80.fna	Bacillus anthracis	1960-XX-XX	Nigeria	Nigeria	Capra sp.	Skin	A.Br.073									98.35	0.77	clinical	this study	bacillus_odb12	86.4	85.9	0.5	9.6	4	778	11	5226000	5226000	0.000%	2
Baan_A88.fna	Bacillus anthracis	1958-XX-XX	Indonesia	Indonesia		Skin	A.Br.129							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5230007	5230007	0.000%	3
Baan_A89.fna	Bacillus anthracis	1957-XX-XX	Mongolia	Mongolia		Skin	A.Br.073							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	98.7	97.9	0.8	1	0.3	778	11	5213179	5213179	0.000%	3
Baan_A91.fna	Bacillus anthracis	1960-XX-XX	USA	USA	Bos taurus	Skin	A.Br.065							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	99	98.2	0.8	0.9	0.1	778	11	5228705	5228705	0.000%	3
Baan_A92.fna	Bacillus anthracis	1960-XX-XX	USA	USA	Bos taurus	Skin	A.Br.073							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	98.6	97.8	0.8	1	0.4	778	11	5228558	5228558	0.000%	3
Baan_A93.fna	Bacillus anthracis	1960-XX-XX	USA	USA	Bos taurus	Skin	A.Br.065							49.8175	15473	99.41	0.29	clinical	this study	bacillus_odb12	98.7	97.9	0.8	1	0.3	778	11	5234401	5234401	0.000%	4
Baan_A98.fna	Bacillus anthracis	1959-XX-XX	Czech_Republic	Hustopece	Bos taurus		A.Br.129							49.8175	15473	99.43	0.29	clinical	this study	bacillus_odb12	98.6	97.8	0.8	1	0.4	778	11	5230032	5230032	0.000%	3
Baan_A99.fna	Bacillus anthracis	1960-XX-XX	USA	USA	Bos taurus		A.Br.065							49.8175	15473	99.21	0.29	clinical	this study	bacillus_odb12	98.3	97.6	0.8	1.4	0.3	778	11	5228706	5228706	0.000%	3
Bac5.fna	Bacillus anthracis	20XX-XX-XX	Russia	Yakutia				DAPHSK01	SAMN37179248	GCA_031313345.1	Contig	339	150						NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	5226453	1179006	0.915%	3
BANT014-SEQ-1-ASM-1.fna	Bacillus anthracis	1978-01-19	Pakistan	Pakistan	Ovis sp.		A.Br.163	PRJNA237808	SAMN03010430	GCA_000832425.1	Complete	322	2	30.3308401	71.247499	99.43	0.31	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5221627	5221627	0.000%	2
BANT015-SEQ-1-ASM-1.fna	Bacillus anthracis	1996-02-01	Indonesia	West Java	Capra sp.		A.Br.081_(Ames)	PRJNA257008	SAMN03862112	GCA_001276995.1	Contig	445936	28	-6.8891904	107.6404716	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1162204	1162204	0.000%	28
BAP350.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA888965	SAMN31227699	GCA_026689595.1	Scaffold	68	23			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.5	0.9	0.5	0.1	778	11	5080073	3050682	0.026%	9
BAP417.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA399155	SAMN07523106	GCA_002525765.1	Contig	193	60			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	511538	511538	0.000%	60
BAP482.fna	Bacillus anthracis	20XX-XX-XX					A.Br.077	PRJNA399155	SAMN07523107	GCA_002525775.1	Contig	213	53			99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	454397	454397	0.000%	53
BF1.fna	Bacillus anthracis	2009-07-XX	Germany	Bad_Feilnbach	Bos taurus	Carcass	B.Br.004_(FrenchB)	PRJNA695105	SAMN02469407	GCA_022221085.1	Complete	122	3	51.1638175	10.4478313	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5213532	5213532	0.000%	3
BF5.fna	Bacillus anthracis	2021-09-XX	Germany	Bad_Feilnbach	Bos taurus	Carcass	B.Br.004_(FrenchB)	PRJNA171093	SAMN22566405	GCA_021390035.1	Complete	200	3	47.77	12.01	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	98.2	0.9	0.8	0.1	778	11	5213322	5213322	0.000%	3
BFV.fna	Bacillus anthracis	20XX-XX-XX	Jamaica	Jamaica		Charcoal	A.Br.078	PRJNA243518	SAMN02736972	GCA_000742875.1	Chromosome	848	3	18.1850507	-77.3947693	99.4	0.29	environment	NCBI	bacillus_odb12	98.8	98.1	0.8	0.6	0.5	778	11	5230053	5228053	0.073%	3
BHY1401.fna	Bacillus anthracis	2021-06-12	China	Hongyuan	Homo sapiens	Skin Eschar	A.Br.081_(Ames)	PRJNA975313	SAMN35323095	GCA_030166675.1	Complete	456	3	32.78	102.54	99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227743	5227743	0.000%	3
Bobovac.fna	Bacillus anthracis	2006-01-XX	Croatia	Bobovac			B.Br.004_(FrenchB)		SAMN42150190	GCA_041263205.1	Chromosome	50	1						NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5440875	5440775	0.002%	1
BUL-12.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Jambol		Soil	A.Br.130	PRJNA695105	SAMN13164716	GCA_022221025.1	Complete	91	3	42.483935	26.5105553	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5230030	5230030	0.000%	3
BUL-14.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Jambol		Soil	A.Br.130	PRJNA695105	SAMN13164717	GCA_022220905.1	Complete	70	1	42.483935	26.5105553	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5229919	5229919	0.000%	1
BUL-16.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Jambol		Soil	A.Br.130	PRJNA695105	SAMN13164718	GCA_022220625.1	Complete	68	3	42.483935	26.5105553	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5230027	5230027	0.000%	3
BUL-19.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Tarnovo		Soil	A.Br.130	PRJNA695105	SAMN13164720	GCA_022220585.1	Complete	53	3	43.0820584	25.6321312	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5228566	5228566	0.000%	3
BUL-2.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.130							42.7249925	25.4833039	99.43	0.29	clinical	this study	bacillus_odb12	99	98.2	0.8	0.8	0.3	778	11	5229624	5229624	0.000%	1
BUL-3.fna	Bacillus anthracis	1961-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.130							43.7249925	26.4833039	99.43	0.29	clinical	this study	bacillus_odb12	99.2	98.5	0.8	0.5	0.3	778	11	5228806	5228806	0.000%	1
BUL-31.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Silistra		Soil	A.Br.130	PRJNA695105	SAMN13164723	GCA_022220605.1	Complete	66	3	44.118308	27.2600031	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5229640	5229640	0.000%	3
BUL-32.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Silistra		Soil	A.Br.130	PRJNA695105	SAMN13164724	GCA_022221005.1	Complete	55	2	44.118308	27.2600031	99.43	0.29	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	5229748	5229748	0.000%	2
BUL-33.fna	Bacillus anthracis	1962-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.130							44.7249925	27.4833039	99.43	0.29	clinical	this study	bacillus_odb12	99.1	98.5	0.6	0.6	0.3	778	11	5227631	3043520	4.314%	1
BUL-34.fna	Bacillus anthracis	1963-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.130							45.7249925	28.4833039	99.43	0.29	clinical	this study	bacillus_odb12	99.1	98.5	0.6	0.6	0.3	778	11	5227873	2861121	4.326%	1
BUL-35.fna	Bacillus anthracis	1964-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.130							46.7249925	29.4833039	99.43	0.29	clinical	this study	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	5227915	5227915	0.000%	1
BUL-36.fna	Bacillus anthracis	1965-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.130							47.7249925	30.4833039	99.43	0.29	clinical	this study	bacillus_odb12	99.1	98.5	0.6	0.6	0.3	778	11	5227984	3043516	4.314%	1
BUL-39.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Bulgaria	Bos sp.		A.Br.109									99.43	0.29	unknown	this study	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1014983	645144	0.006%	33
BUL-40.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.105_(Tsiankovskii)									99.43	0.29	unknown	this study	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1198186	1198186	0.000%	20
BUL-41.fna	Bacillus anthracis	1960-XX-XX	Bulgaria	Bulgaria		Soil	A.Br.110							42.6073975	25.4856617	99.43	0.29	environment	this study	bacillus_odb12	99.2	98.5	0.8	0.5	0.3	778	11	1198126	936527	0.004%	45
Bundesheer.fna	Bacillus anthracis	2001-XX-XX	Austria	Vienna		Mailbag	A.Br.001							48.2083537	16.3725042	99.43	0.29	unknown	this study	bacillus_odb12	99.2	98.3	0.9	0.6	0.1	778	11	5227404	5227404	0.000%	3
C.fna	Bacillus anthracis	1960-XX-XX	Denmark	Denmark	Bos taurus	Clinical Sample	A.Br.076	PRJNA514245	SAMEA3736006	GCA_029695585.1	Contig	129	63	55.670249	10.3333283	99.43	0.86	clinical	NCBI	bacillus_odb12	99.4	97	2.3	0.5	0.1	778	11	203583	203583	0.000%	63
Canadian-Bison.fna	Bacillus anthracis	20XX-XX-XX	Canada	Canada	Bos bison		A.Br.009_018_(WNA)	PRJNA238044	SAMN03202901	GCA_000833125.1	Complete	434	3	61.0666922	-107.991707	99.43	0.29	clinical	NCBI	bacillus_odb12	99	98.2	0.8	0.8	0.3	778	11	5229224	5229224	0.000%	3
Carbosap_2012.fna	Bacillus anthracis	20XX-XX-XX	Italy	Rome		Vaccine Strain	A.Br.134	PRJNA177917	SAMN02470598	GCA_000310045.1	Contig	75	21	41.8933203	12.4829321	99.43	0.29	unknown	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	1198247	1198247	0.000%	21
Carbosap_2014.fna	Bacillus anthracis	20XX-XX-XX					A.Br.134	PRJNA231912	SAMN02910129	GCA_000732465.1	Scaffold	30	94			99.43	0.29	unknown	NCBI	bacillus_odb12	99	98.2	0.8	0.8	0.3	778	11	1771434	116661	0.338%	18
Cattle_Vel_2013.fna	Bacillus anthracis	2013-XX-XX	India	Tamil Nadu	Bos indicus	Carcass	A.Br.015	PRJNA736214	SAMN19613164	GCA_021014295.1	Scaffold	350	145	12.9165	79.1325	99.43	0.44	clinical	NCBI	bacillus_odb12	99.4	98.6	0.8	0.5	0.1	778	11	899302	899302	0.000%	145
CDC-684.fna	Bacillus anthracis	20XX-XX-XX					A.Br.055	PRJNA31329	SAMN02603931	GCA_000021445.1	Complete		3			99.43	0.29	unknown	NCBI	bacillus_odb12	99.1	98.3	0.8	0.6	0.3	778	11	5230115	5230115	0.000%	3
ChBA30D.fna	Bacillus anthracis	1965-XX-XX	China	Heibei	Homo sapiens		A.Br.081_(Ames)	PRJNA801920	SAMN25419190	GCA_022014795.1	Complete	470	2	38.04	114.5	99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	5228205	5228205	0.000%	2
Chemnitz1878.fna	Bacillus anthracis	1878-XX-XX	Germany	Chemnitz	Bos taurus		B.Br.004_(FrenchB)							50.833332	12.916667			clinical	NCBI	bacillus_odb12	94.7	94.1	0.6	3.6	1.7	778	11	5216588	333275	1.086%	3
CHN-NX-BA-2019-01.fna	Bacillus anthracis	2019-08-20	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074355	SAMN39856588	GCA_036621115.1	Scaffold		29			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1198195	1198195	0.000%	29
CHN-NX-BA-2019-02.fna	Bacillus anthracis	2019-08-20	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074356	SAMN39856634	GCA_036621095.1	Scaffold		42			99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	353362	353362	0.000%	42
CHN-NX-BA-2020-01.fna	Bacillus anthracis	2020-06-19	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074342	SAMN39856504	GCA_036621045.1	Scaffold		25			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	580054	580054	0.000%	25
CHN-NX-BA-2020-02.fna	Bacillus anthracis	2020-09-20	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074350	SAMN39856508	GCA_036621035.1	Scaffold		27			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	499702	499702	0.000%	27
CHN-NX-BA-2021-01.fna	Bacillus anthracis	2021-07-12	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074324	SAMN39856322	GCA_036620945.1	Scaffold		24			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1197984	1197984	0.000%	24
CHN-NX-BA-2021-02.fna	Bacillus anthracis	2021-08-13	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074326	SAMN39856337	GCA_036620935.1	Scaffold		24			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1197984	1197984	0.000%	24
CHN-NX-BA-2021-03.fna	Bacillus anthracis	2021-08-14	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074328	SAMN39856413	GCA_036621015.1	Scaffold		29			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	868627	868627	0.000%	29
CHN-NX-BA-2021-04.fna	Bacillus anthracis	2021-08-15	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074335	SAMN39856418	GCA_036620995.1	Scaffold		28			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1197984	1197984	0.000%	28
CHN-NX-BA-2021-05.fna	Bacillus anthracis	2021-08-17	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074338	SAMN39856471	GCA_036621055.1	Scaffold		31			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	436049	436049	0.000%	31
CHN-NX-BA-2022-01.fna	Bacillus anthracis	2022-05-11	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074303	SAMN39855707	GCA_036620845.1	Scaffold		91			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	112609	112609	0.000%	91
CHN-NX-BA-2022-02.fna	Bacillus anthracis	2022-08-13	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074309	SAMN39855711	GCA_036620875.1	Scaffold		29			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	1198073	1198073	0.000%	29
CHN-NX-BA-2022-03.fna	Bacillus anthracis	2022-08-13	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074312	SAMN39855928	GCA_036620915.1	Scaffold		148			99.43	0.29	clinical	NCBI	bacillus_odb12	99	98.2	0.8	0.9	0.1	778	11	64845	64845	0.000%	148
CHN-NX-BA-2022-04.fna	Bacillus anthracis	2022-08-30	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074314	SAMN39856170	GCA_036620895.1	Scaffold		150			99.43	0.43	clinical	NCBI	bacillus_odb12	98.3	97.4	0.9	1.5	0.1	778	11	70354	70354	0.000%	150
CHN-NX-BA-2022-05.fna	Bacillus anthracis	2022-09-08	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074319	SAMN39856215	GCA_036620955.1	Scaffold		51			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	331281	331281	0.000%	51
CHN-NX-BA-2023-04.fna	Bacillus anthracis	2023-08-11	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074138	SAMN39853666	GCA_036575505.1	Scaffold		80			99.43	0.29	clinical	NCBI	bacillus_odb12	99.2	98.5	0.8	0.6	0.1	778	11	142731	142731	0.000%	80
CHN-NX-BA-2023-05.fna	Bacillus anthracis	2023-08-13	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074140	SAMN39853667	GCA_036575555.1	Scaffold		107			99.43	0.29	clinical	NCBI	bacillus_odb12	99	98.2	0.8	0.8	0.3	778	11	107163	107163	0.000%	107
CHN-NX-BA-2023-06.fna	Bacillus anthracis	2023-08-22	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074141	SAMN39853668	GCA_036575385.1	Scaffold		165			99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	98.3	0.8	0.8	0.1	778	11	65726	65726	0.000%	165
CHN-NX-BA-2023-07.fna	Bacillus anthracis	2023-08-22	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074287	SAMN39855498	GCA_036620835.1	Scaffold		222			99.43	0.29	clinical	NCBI	bacillus_odb12	99.1	98.3	0.8	0.6	0.3	778	11	46069	46069	0.000%	222
CHN-NX-BA-2023-08.fna	Bacillus anthracis	2023-08-24	China	China	Homo sapiens		A.Br.085	PRJNA1074289	SAMN39855509	GCA_036620795.1	Scaffold		136			99.43	0.43	clinical	NCBI	bacillus_odb12	99	98.2	0.8	0.9	0.1	778	11	67646	67646	0.000%	136
CHN-NX-BA-2023-09.fna	Bacillus anthracis	2023-08-24	China	China	Homo sapiens		A.Br.081_(Ames)	PRJNA1074299	SAMN39855656	GCA_036620805.1	Scaffold		197			99.43	0.4	clinical	NCBI	bacillus_odb12	98.3	97.6	0.8	1.5	0.1	778	11	50808	50808	0.000%	197
CNEVA-9066.fna	Bacillus anthracis	20XX-XX-XX					B.Br.006	PRJNA10796	SAMN02435891	GCA_000167235.1	Scaffold		30			99.4	0	unknown	NCBI	bacillus_odb12	98.7	97.9	0.8	0.8	0.5	778	11	277207	277207	0.000%	30
COVASU.fna	Bacillus anthracis	2017-03-XX	India	Maharashtra	Ovis aries	Blood	A.Br.051	PRJNA407276	SAMN07644999	GCA_003045745.2	Scaffold	450	56	18.9068356	75.6741579	99.39	0.29	clinical	NCBI	bacillus_odb12	99	98.2	0.8	0.9	0.1	778	11	937089	304065	0.099%	28
Cvac02.fna	Bacillus anthracis	2012-08-XX	China	Liaoning		Veterinarian Vaccine	A.Br.114	PRJNA252785	SAMN02898388	GCA_000747335.1	Complete	101.9	1	41.8	123.38	98.63	0.29	unknown	NCBI	bacillus_odb12	95.6	94.9	0.8	3.3	1	778	11	5227170	5227170	0.000%	1
